event_id,date,theater,event_type,title_zh,title_en,summary_zh,summary_en,source_side,source_ua,source_ru,source_third,url_ua,url_ru,url_third,reliability,confidence,disagreement_flag,disagreement_note_zh,forecast_related,tags,editor,updated_at,schema_version
2026-07-13-016,2026-07-13,political,civilian,Kremenchuk: civilian event,Kremenchuk: civilian event,"VIINA 事件（2026-07-13）：地点 Kremenchuk，主类型 civilian，信源 espreso, nv","VIINA 事件（2026-07-13）：地点 Kremenchuk，主类型 civilian，信源 espreso, nv",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;actor:civ;media:espreso, nv;viina_t:civilian",pipeline,2026-08-12,v1
2026-07-13-017,2026-07-13,south-crimea,external,Simferopol: external event,Simferopol: external event,VIINA 事件（2026-07-13）：地点 Simferopol，主类型 external，信源 espreso,VIINA 事件（2026-07-13）：地点 Simferopol，主类型 external，信源 espreso,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:espreso,pipeline,2026-08-12,v1
2026-07-13-018,2026-07-13,political,frontline,Dnipro: frontline event,Dnipro: frontline event,VIINA 事件（2026-07-13）：地点 Dnipro，主类型 frontline，信源 espreso,VIINA 事件（2026-07-13）：地点 Dnipro，主类型 frontline，信源 espreso,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:espreso;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-019,2026-07-13,north-kharkiv,external,Slobozhans'ke: external event,Slobozhans'ke: external event,VIINA 事件（2026-07-13）：地点 Slobozhans'ke，主类型 external，信源 espreso,VIINA 事件（2026-07-13）：地点 Slobozhans'ke，主类型 external，信源 espreso,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:espreso,pipeline,2026-08-12,v1
2026-07-13-020,2026-07-13,political,civilian,Luhove: civilian event,Luhove: civilian event,VIINA 事件（2026-07-13）：地点 Luhove，主类型 civilian，信源 liga,VIINA 事件（2026-07-13）：地点 Luhove，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:civ;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-13-021,2026-07-13,south-crimea,civilian,Simferopol: civilian event,Simferopol: civilian event,VIINA 事件（2026-07-13）：地点 Simferopol，主类型 civilian，信源 liga,VIINA 事件（2026-07-13）：地点 Simferopol，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:liga;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-022,2026-07-13,black-sea,civilian,Odessa: civilian event,Odessa: civilian event,"VIINA 事件（2026-07-13）：地点 Odessa，主类型 civilian，信源 liga, nv","VIINA 事件（2026-07-13）：地点 Odessa，主类型 civilian，信源 liga, nv",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;actor:ru;media:liga, nv;viina_t:civilian;viina_t:civilian;viina_t:frontline",pipeline,2026-08-12,v1
2026-07-13-023,2026-07-13,black-sea,civilian,Chornomors'k: civilian event,Chornomors'k: civilian event,VIINA 事件（2026-07-13）：地点 Chornomors'k，主类型 civilian，信源 meduza,VIINA 事件（2026-07-13）：地点 Chornomors'k，主类型 civilian，信源 meduza,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:meduza;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-024,2026-07-13,south-crimea,frontline,Simferopol: frontline event,Simferopol: frontline event,VIINA 事件（2026-07-13）：地点 Simferopol，主类型 frontline，信源 militarnyy,VIINA 事件（2026-07-13）：地点 Simferopol，主类型 frontline，信源 militarnyy,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:militarnyy;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-025,2026-07-13,political,frontline,Zaporizhzhya: frontline event,Zaporizhzhya: frontline event,VIINA 事件（2026-07-13）：地点 Zaporizhzhya，主类型 frontline，信源 militarnyy,VIINA 事件（2026-07-13）：地点 Zaporizhzhya，主类型 frontline，信源 militarnyy,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:militarnyy;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-026,2026-07-13,homeland-ua,frontline,Chornobyl: frontline event,Chornobyl: frontline event,VIINA 事件（2026-07-13）：地点 Chornobyl，主类型 frontline，信源 nv,VIINA 事件（2026-07-13）：地点 Chornobyl，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-027,2026-07-13,east-luhansk,external,Novyi: external event,Novyi: external event,"VIINA 事件（2026-07-13）：地点 Novyi，主类型 external，信源 nv, pravdaua","VIINA 事件（2026-07-13）：地点 Novyi，主类型 external，信源 nv, pravdaua",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;media:nv, pravdaua",pipeline,2026-08-12,v1
2026-07-13-028,2026-07-13,black-sea,external,Kyslytsya: external event,Kyslytsya: external event,VIINA 事件（2026-07-13）：地点 Kyslytsya，主类型 external，信源 nv,VIINA 事件（2026-07-13）：地点 Kyslytsya，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv,pipeline,2026-08-12,v1
2026-07-13-029,2026-07-13,south-kherson,civilian,Kherson: civilian event,Kherson: civilian event,VIINA 事件（2026-07-13）：地点 Kherson，主类型 civilian，信源 nv,VIINA 事件（2026-07-13）：地点 Kherson，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:civilian;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-030,2026-07-13,political,civilian,Zaporizhzhya: civilian event,Zaporizhzhya: civilian event,VIINA 事件（2026-07-13）：地点 Zaporizhzhya，主类型 civilian，信源 nv,VIINA 事件（2026-07-13）：地点 Zaporizhzhya，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:nv;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-031,2026-07-13,political,troops,Dnipro: troops event,Dnipro: troops event,VIINA 事件（2026-07-13）：地点 Dnipro，主类型 troops，信源 nv,VIINA 事件（2026-07-13）：地点 Dnipro，主类型 troops，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:nv;viina_t:troops;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-032,2026-07-13,political,external,Kalinovka: external event,Kalinovka: external event,VIINA 事件（2026-07-13）：地点 Kalinovka，主类型 external，信源 nv,VIINA 事件（2026-07-13）：地点 Kalinovka，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:nv,pipeline,2026-08-12,v1
2026-07-13-033,2026-07-13,north-kharkiv,frontline,Slobozhans'ke: frontline event,Slobozhans'ke: frontline event,VIINA 事件（2026-07-13）：地点 Slobozhans'ke，主类型 frontline，信源 nv,VIINA 事件（2026-07-13）：地点 Slobozhans'ke，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-034,2026-07-13,homeland-ua,external,Bucha: external event,Bucha: external event,VIINA 事件（2026-07-13）：地点 Bucha，主类型 external，信源 nv,VIINA 事件（2026-07-13）：地点 Bucha，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;actor:civ;media:nv,pipeline,2026-08-12,v1
2026-07-13-035,2026-07-13,political,civilian,Poltava: civilian event,Poltava: civilian event,VIINA 事件（2026-07-13）：地点 Poltava，主类型 civilian，信源 nv,VIINA 事件（2026-07-13）：地点 Poltava，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:nv;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-036,2026-07-13,east-donetsk,external,Levanivskoho: external event,Levanivskoho: external event,VIINA 事件（2026-07-13）：地点 Levanivskoho，主类型 external，信源 nv,VIINA 事件（2026-07-13）：地点 Levanivskoho，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;actor:civ;media:nv,pipeline,2026-08-12,v1
2026-07-13-037,2026-07-13,homeland-ua,civilian,Deremezna: civilian event,Deremezna: civilian event,VIINA 事件（2026-07-13）：地点 Deremezna，主类型 civilian，信源 nv,VIINA 事件（2026-07-13）：地点 Deremezna，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;actor:civ;media:nv;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-13-038,2026-07-13,black-sea,external,Trudomyrivka: external event,Trudomyrivka: external event,VIINA 事件（2026-07-13）：地点 Trudomyrivka，主类型 external，信源 nv,VIINA 事件（2026-07-13）：地点 Trudomyrivka，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:nv,pipeline,2026-08-12,v1
2026-07-13-039,2026-07-13,political,civilian,Voloshky: civilian event,Voloshky: civilian event,VIINA 事件（2026-07-13）：地点 Voloshky，主类型 civilian，信源 nv,VIINA 事件（2026-07-13）：地点 Voloshky，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:nv;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-13-040,2026-07-13,east-luhansk,civilian,Mala Verhunka: civilian event,Mala Verhunka: civilian event,VIINA 事件（2026-07-13）：地点 Mala Verhunka，主类型 civilian，信源 nv,VIINA 事件（2026-07-13）：地点 Mala Verhunka，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-041,2026-07-13,east-donetsk,troops,Pokrovsk: troops event,Pokrovsk: troops event,VIINA 事件（2026-07-13）：地点 Pokrovsk，主类型 troops，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Pokrovsk，主类型 troops，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:troops;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-042,2026-07-13,political,civilian,Kalinovka: civilian event,Kalinovka: civilian event,VIINA 事件（2026-07-13）：地点 Kalinovka，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Kalinovka，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:pravdaua;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-13-043,2026-07-13,north-kharkiv,frontline,Kharkiv: frontline event,Kharkiv: frontline event,VIINA 事件（2026-07-13）：地点 Kharkiv，主类型 frontline，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Kharkiv，主类型 frontline，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:pravdaua;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-044,2026-07-13,political,civilian,Voronyne: civilian event,Voronyne: civilian event,VIINA 事件（2026-07-13）：地点 Voronyne，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Voronyne，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:pravdaua;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-13-045,2026-07-13,black-sea,civilian,Bilka: civilian event,Bilka: civilian event,VIINA 事件（2026-07-13）：地点 Bilka，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Bilka，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-046,2026-07-13,black-sea,external,Odessa: external event,Odessa: external event,VIINA 事件（2026-07-13）：地点 Odessa，主类型 external，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Odessa，主类型 external，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;actor:civ;media:pravdaua,pipeline,2026-08-12,v1
2026-07-13-047,2026-07-13,east-donetsk,civilian,Pokrovsk: civilian event,Pokrovsk: civilian event,VIINA 事件（2026-07-13）：地点 Pokrovsk，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Pokrovsk，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:troops;viina_t:frontline;viina_t:frontline;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-048,2026-07-13,east-donetsk,civilian,Kostiantynivka: civilian event,Kostiantynivka: civilian event,VIINA 事件（2026-07-13）：地点 Kostiantynivka，主类型 civilian，信源 unian,VIINA 事件（2026-07-13）：地点 Kostiantynivka，主类型 civilian，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:unian;viina_t:civilian;viina_t:troops;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-049,2026-07-13,political,external,Voronyne: external event,Voronyne: external event,VIINA 事件（2026-07-13）：地点 Voronyne，主类型 external，信源 unian,VIINA 事件（2026-07-13）：地点 Voronyne，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:unian,pipeline,2026-08-12,v1
2026-07-13-050,2026-07-13,east-donetsk,external,Zhovte: external event,Zhovte: external event,VIINA 事件（2026-07-13）：地点 Zhovte，主类型 external，信源 unian,VIINA 事件（2026-07-13）：地点 Zhovte，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:unian,pipeline,2026-08-12,v1
2026-07-13-051,2026-07-13,political,external,Chumatske: external event,Chumatske: external event,VIINA 事件（2026-07-13）：地点 Chumatske，主类型 external，信源 unian,VIINA 事件（2026-07-13）：地点 Chumatske，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:unian,pipeline,2026-08-12,v1
2026-07-13-052,2026-07-13,east-donetsk,external,Sotsmisto: external event,Sotsmisto: external event,VIINA 事件（2026-07-13）：地点 Sotsmisto，主类型 external，信源 liga,VIINA 事件（2026-07-13）：地点 Sotsmisto，主类型 external，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:liga,pipeline,2026-08-12,v1
2026-07-13-053,2026-07-13,east-donetsk,frontline,Azov: frontline event,Azov: frontline event,VIINA 事件（2026-07-13）：地点 Azov，主类型 frontline，信源 nv,VIINA 事件（2026-07-13）：地点 Azov，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-054,2026-07-13,political,civilian,Novovorontsovka: civilian event,Novovorontsovka: civilian event,VIINA 事件（2026-07-13）：地点 Novovorontsovka，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Novovorontsovka，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-13-055,2026-07-13,south-kherson,civilian,Chorna Dolyna: civilian event,Chorna Dolyna: civilian event,VIINA 事件（2026-07-13）：地点 Chorna Dolyna，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-13）：地点 Chorna Dolyna，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-14-056,2026-07-14,homeland-ua,frontline,Kyiv: frontline event,Kyiv: frontline event,VIINA 事件（2026-07-14）：地点 Kyiv，主类型 frontline，信源 liga,VIINA 事件（2026-07-14）：地点 Kyiv，主类型 frontline，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:liga;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-14-057,2026-07-14,political,external,Pustomyty: external event,Pustomyty: external event,VIINA 事件（2026-07-14）：地点 Pustomyty，主类型 external，信源 liga,VIINA 事件（2026-07-14）：地点 Pustomyty，主类型 external，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:liga,pipeline,2026-08-12,v1
2026-07-14-058,2026-07-14,political,civilian,Volovytsia: civilian event,Volovytsia: civilian event,VIINA 事件（2026-07-14）：地点 Volovytsia，主类型 civilian，信源 liga,VIINA 事件（2026-07-14）：地点 Volovytsia，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-14-059,2026-07-14,homeland-ua,civilian,Kyiv: civilian event,Kyiv: civilian event,VIINA 事件（2026-07-14）：地点 Kyiv，主类型 civilian，信源 liga,VIINA 事件（2026-07-14）：地点 Kyiv，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-14-060,2026-07-14,political,external,Lviv: external event,Lviv: external event,VIINA 事件（2026-07-14）：地点 Lviv，主类型 external，信源 liga,VIINA 事件（2026-07-14）：地点 Lviv，主类型 external，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:liga,pipeline,2026-08-12,v1
2026-07-14-061,2026-07-14,east-donetsk,troops,Miskyi Ostriv: troops event,Miskyi Ostriv: troops event,VIINA 事件（2026-07-14）：地点 Miskyi Ostriv，主类型 troops，信源 liga,VIINA 事件（2026-07-14）：地点 Miskyi Ostriv，主类型 troops，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:liga;viina_t:troops;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-14-062,2026-07-14,political,civilian,Dnipro: civilian event,Dnipro: civilian event,VIINA 事件（2026-07-14）：地点 Dnipro，主类型 civilian，信源 liga,VIINA 事件（2026-07-14）：地点 Dnipro，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-14-063,2026-07-14,political,external,Karpaty: external event,Karpaty: external event,"VIINA 事件（2026-07-14）：地点 Karpaty，主类型 external，信源 liga, nv","VIINA 事件（2026-07-14）：地点 Karpaty，主类型 external，信源 liga, nv",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;media:liga, nv",pipeline,2026-08-12,v1
2026-07-14-064,2026-07-14,homeland-ua,external,Kyiv: external event,Kyiv: external event,"VIINA 事件（2026-07-14）：地点 Kyiv，主类型 external，信源 liga, nv, unian","VIINA 事件（2026-07-14）：地点 Kyiv，主类型 external，信源 liga, nv, unian",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;media:liga, nv, unian",pipeline,2026-08-12,v1
2026-07-14-065,2026-07-14,political,civilian,Vesele: civilian event,Vesele: civilian event,VIINA 事件（2026-07-14）：地点 Vesele，主类型 civilian，信源 liga,VIINA 事件（2026-07-14）：地点 Vesele，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:liga;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
